,Unnamed: 0,id,title,release_date,revenue,runtime,adult,budget,overview,popularity,poster_path,genres,keywords,year,actors,emotions,director
3866,3866,13342,Fast Times at Ridgemont High,1982-08-13,27092880,90,False,4500000,"Based on the real-life adventures chronicled by Cameron Crowe, Fast Times follows a group of high school students growing up in Southern California. Stacy Hamilton and Mark Ratner are looking for a love interest, and are helped along by their older classmates, Linda Barrett and Mike Damone, respectively. At the center of the film is Jeff Spicoli, a perpetually stoned surfer who faces-off with the resolute Mr. Hand—a man convinced that everyone is on dope.",20.168,/s1DA8H7qwoOcAEhow2rCzuQtpuO.jpg,['Comedy'],"high school, friendship, rock 'n' roll, based on novel or book, shopping mall, loss of virginity, coming of age, teacher, bong, drug humor, marijuana, teen movie, stoner, irreverence, teen comedy, woman director, teenager",1982,"['Sean Penn', 'Jennifer Jason Leigh', 'Judge Reinhold', 'Phoebe Cates', 'Brian Backer', 'Robert Romanus', 'Ray Walston', 'Scott Thomson', 'Vincent Schiavelli', 'Amanda Wyss', 'D.W. Brown', 'Forest Whitaker', 'Kelli Maroney', 'Tom Nolan', 'Blair Tefkin', 'Eric Stoltz', 'Stanley Davis Jr.', 'James Russo', 'James Bolt', 'Nicolas Cage', 'Reginald Farmer', 'Anthony Edwards', 'Pamela Springsteen', 'Stuart Cornfeld', 'Sonny Carl Davis', 'Michael Wyle', 'David Price', 'Patrick Brennan', 'Julie Guilmette', ""Shelly O'Neill"", 'Stu Nahan', 'Duane Tucker', 'Martin Brest', 'Douglas Brian Martin', 'Steven M. Martin', 'Taylor Negron', 'Kenny Lawrence', 'John Hollander', 'Ricky Redlich', 'Nancy Wilson', 'David Resnik', 'Erick Leroy Burdette', 'David Doolittle', 'Tom B. Bralley', 'Reeves Nevo', 'Virginia Peters', 'Laurie Hendricks', 'Lois Brandt', 'Ellen Fenwick', 'Cherie Effron', 'Suzanne Marie Fava', 'Lana Clarkson', 'Roy Holmer Wallack', 'Ava Lazar', 'Lori Sutton', 'April Audia']","['youth', 'rebellion']",Amy Heckerling
3867,3867,565426,To All the Boys: P.S. I Still Love You,2020-02-12,0,102,False,0,Lara Jean and Peter have just taken their romance from pretend to officially real when another recipient of one of her love letters enters the picture.,20.167,/maib5VlmEqp5xlN8lptnBSftp2o.jpg,"['Romance', 'Comedy']","based on novel or book, love triangle, love letter, sequel",2020,"['Lana Condor', 'Noah Centineo', 'Jordan Fisher', 'Anna Cathcart', 'John Corbett', 'Sarayu Blue', 'Janel Parrish', 'Ross Butler', 'Madeleine Arthur', 'Emilija Baranac', 'Trezzo Mahoro', 'Holland Taylor', 'Kelcey Mawema', 'Julie Tao', 'Momona Tamada', 'Christian Darrel Scott', 'Jill Morrison', 'Maddie Ziegler', 'Jayden Chow', 'Ryan Zhang', 'Susie Lee', 'Ae Yon Han', 'Linda Ko', 'James Li', 'Peter Grasso', 'Jaycie Dotin', 'Alessandro Miro', 'Jara Zeimer', 'Anisha Cheema', 'Naiah Cummins', 'Nicole Jang', 'Tuan Nguyen', 'Joseph Lachowicz', 'Umaiyahl Nageswaran', 'Cole Bunch', 'Adee Fletcher', 'Molly Grace', 'Jerry Yang', 'Byron Noble', 'Seth Ranaweera', 'Gary Hetherington', 'Elan Ross Gibson', 'Cindy Piper', 'Irene Reynolds', 'Winslow Holmes', 'James Hibbard', 'Maggie Sullivun', 'William Samples', 'Colin Foo', 'Tyler Alderman', 'Jasmine Lukuku', 'Michael Delleva', 'Claire Margaret Corlett', 'June B. Wilde']","['romance', 'longing']",Marijke Richman
3868,3868,726739,Cats & Dogs 3: Paws Unite,2020-10-02,0,84,False,0,"It's been ten years since the creation of the Great Truce, an elaborate joint-species surveillance system designed and monitored by cats and dogs to keep the peace when conflicts arise. But when a tech-savvy villain hacks into wireless networks to use frequencies only heard by cats and dogs, he manipulates them into conflict and the worldwide battle between cats and dogs is BACK ON. Now, a team of inexperienced and untested agents will have to use their old-school animal instincts to restore order and peace between cats and dogs everywhere.",20.166,/4BgSWFMW2MJ0dT5metLzsRWO7IJ.jpg,"['Family', 'Comedy', 'Action']","cat, villain, dog, agent",2020,"['Melissa Rauch', 'Max Greenfield', 'George Lopez', 'Callum Seagram Airlie', 'Sarah Giles', 'Lauren K. Robek', 'John Murphy', 'Paul Dobson', 'Garry Chalk', 'Michael Daingerfield', 'Michael Meneer', 'Andy Thompson', 'Matt Afonso', 'James Rha', 'Pauline Newstone', 'Sunni Westbrook', 'Christina Lewall', 'Noel Johansen', 'Ian Hanlin', 'Ingrid Nilson', 'Princess Davis', 'Kareem Malcolm', 'Ryan Jefferson Booth', 'Natalie von Rotsburg', 'Teague Higgins', 'Akiz Aguma', 'Maya Victoria Mateo', 'Ava Kelders', 'Jojo Ahenkorah', 'Edwin Perez', 'Andrea Libman', 'Megan Peta Hill']","['humor', 'family']",Sean McNamara
3869,3869,12154,3 Men and a Baby,1987-11-27,242780960,102,False,11000000,Three bachelors find themselves forced to take care of a baby left by one of the guy's girlfriends.,20.166,/oYetboAljWR2N5A7MU3i63DvUtd.jpg,['Comedy'],"new york city, baby, bachelor, roommate, adoption, parenthood, fatherhood, abandoned baby",1987,"['Tom Selleck', 'Steve Guttenberg', 'Ted Danson', 'Nancy Travis', 'Margaret Colin', 'Camilla Scott', 'Philip Bosco', 'Colin Quinn', 'Christine Kossak', 'Paul Guilfoyle', 'Alexandra Amini', 'Derek de Lint', 'Cynthia Harris', 'Earl Hindman', 'Celeste Holm', 'John Gould Rubin', 'Dave Foley', 'Claire Cellucci', 'Billy Kay', 'Gary Klar', 'Sharolyn Sparrow']","['love', 'parenting']",Coline Serreau
3870,3870,44731,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",2008-03-01,8654110,113,False,0,"A retelling of the Drum Island storyline from the manga. It features Franky, Nico Robin, and the Thousand Sunny, who weren't present in the original version.",20.164,/wMo8ujV0KATJhlm8jjNsIv6PrsI.jpg,"['Action', 'Animation', 'Adventure', 'Comedy']",anime,2008,"['Mayumi Tanaka', 'Kazuya Nakai', 'Akemi Okamura', 'Kappei Yamaguchi', 'Hiroaki Hirata', 'Ikue Otani', 'Yuriko Yamaguchi', 'Kazuki Yao', 'Bin Shimada', 'Yusuke Numata', 'Kenji Nomura', 'Kenichi Ono', 'Takeshi Aono', 'Masako Nozawa', 'Shigeru Ushiyama', 'Monta Mino', 'Mahito Ohba']","['courage', 'friendship']",Junji Shimizu
3871,3871,568,Apollo 13,1995-06-30,355237933,140,False,52000000,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1970, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.",20.16,/oYUZHYMwNKnE1ef4WE5Hw2a9OAY.jpg,"['Drama', 'History']","rescue, florida, race against time, moon, nasa, spaceman, based on true story, houston, survival, space, disaster, explosion, astronaut, hypothermia, apollo program, lunar mission, spacecraft accident",1995,"['Tom Hanks', 'Bill Paxton', 'Kevin Bacon', 'Gary Sinise', 'Ed Harris', 'Kathleen Quinlan', 'David Andrews', 'Xander Berkeley', 'Christian Clemenson', 'Brett Cullen', 'Loren Dean', 'Clint Howard', 'Ben Marley', 'Marc McClure', 'Tracy Reiner', 'Joe Spano', 'Mary Kate Schellhardt', 'Emily Ann Lloyd', 'Miko Hughes', 'Max Elliott Slade', 'Jean Speegle Howard', 'Michele Little', 'Chris Ellis', 'Tom Wood', 'Googy Gress', 'Patrick Mickler', 'Ray McKinnon', 'Max Grodénchik', 'Ned Vaughn', 'Andy Milder', 'Geoffrey Blake', 'Wayne Duvall', 'Jim Meskimen', 'Joseph Culp', 'John Short', 'Ben Bode', 'Todd Louiso', 'Gabriel Jarret', 'Christopher John Fields', 'Kenneth White', 'James Ritz', 'Andrew Lipschultz', 'Mark Wheeler', 'Larry Williams', 'Endre Hules', 'Karen Martin', 'Maureen Hanley', 'Meadow Williams', 'Walter von Huene', 'Brian Markinson', 'Steve Rankin', ""Austin O'Brien"", 'Louisa Marie', 'Thom Barry', 'Arthur Senzy', 'Carl Gabriel Yorke', 'Ryan Holihan', 'Rance Howard', 'Jane Jenkins', 'Todd Hallowell', 'Matthew Michael Goodall', 'Taylor Goodall', 'Misty Dickinson', 'Roger Corman', 'Lee Anne Matusek', 'Mark D. Newman', 'Mark McKeel', 'Patty Raya', 'Jack Conley', 'Jeffrey Kluger', 'Bruce Wright', 'Ivan Allen', 'Jon Bruno', 'Reed Rudy', 'Steve Bernie', 'Steve Ruge', 'Herbert Jefferson Jr.', 'John Dullaghan', 'John Wheeler', 'Paul Mantee', 'Julie Rowen', 'Thomas Crawford', 'Frank Cavestani', 'John M. Mathews', 'Jim Lovell', 'Neil Armstrong', 'Jules Bergman', 'Paul VI.']","['bravery', 'fear']",Ron Howard
3872,3872,314365,Spotlight,2015-11-06,98690254,129,False,20000000,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",20.159,/gWkgMnIsd8Od7iyhEEKL5G4Qq6J.jpg,"['Drama', 'History']","pedophilia, florida, newspaper, journalist, child abuse, court, judge, boston, massachusetts, journalism, sex scandal, victim, based on true story, cover-up, priest, conspiracy, lawyer, historical fiction, catholic, catholic church, lgbt, catholicism, 9/11, child molestation, archdiocese, investigative journalism, cardinal",2015,"['Mark Ruffalo', 'Michael Keaton', 'Rachel McAdams', 'Liev Schreiber', 'John Slattery', ""Brian d'Arcy James"", 'Stanley Tucci', 'Elena Wohl', 'Gene Amoroso', 'Doug Murray', 'Sharon McFarlane', 'Jamey Sheridan', 'Neal Huff', 'Billy Crudup', 'Robert B. Kennedy', 'Duane Murray', 'Brian Chamberlain', 'Michael Cyril Creighton', 'Paul Guilfoyle', 'Michael Countryman', 'Tim Whalen', 'Martin Roach', 'Brad Borbridge', 'Don Allison', 'Patty Ross', 'Paloma Nuñez', 'Robert Clarke', 'Gary Galone', 'David Fraser', 'Paulette Sinclair', 'Laurie Heineman', 'Elena Juatco', 'Nancy Villone', 'Wendy Merry', 'Siobhan Murphy', 'Eileen Padua', 'Darrin Baker', 'Brett Cramp', 'Joe Stapleton', 'Maureen Keiller', 'Jimmy LeBlanc', 'Tim Progosh', 'Neion George', 'Laurie Murdoch', 'Zarrin Darnell-Martin', 'Krista Morin', 'Paula Barrett', ""Mairtin O'Carrigan"", 'Rob deLeeuw', 'Nancy E. Carroll', 'Anthony Paolucci', 'Michele Proude', ""Richard O'Rourke"", 'Len Cariou', 'Dennis Lynch', 'Stefanie Drummond', 'Mark McGrinder', 'Richard Fitzpatrick', 'Tom Driscoll', 'Jeffrey Samai', 'Moira Driscoll', 'Forrest Weber', 'Doreen Spencer', 'Janet Pinnick', 'Shannon McDonough', 'Shannon Ruth', 'Daniel Ruth', 'Jennifer Ruth', 'Timothy Mooney', 'Bruce-Robert Serafin', 'Donna Sue Jahier', 'Edward Brickley', 'Richard Jenkins', 'Elena Khan', 'Teresa Wilson', 'Amy Whalen', 'John Franchi', 'Peter Lewis Walsh', 'Lance Norris', 'Harold Rudolph', 'Colleen Kelly']","['truth', 'justice']",Jenna Dayton
3873,3873,399057,The Killing of a Sacred Deer,2017-10-20,7027336,121,False,0,"Dr. Steven Murphy is a renowned cardiovascular surgeon who presides over a spotless household with his wife and two children. Lurking at the margins of his idyllic suburban existence is Martin, a fatherless teen who insinuates himself into the doctor's life in gradually unsettling ways.",20.157,/e4DGlsc9g0h5AyoyvvAuIRnofN7.jpg,"['Drama', 'Thriller', 'Mystery']","husband wife relationship, hostage, psychopath, insanity, blackmail, surgeon, paralysis, dysfunctional family, paranormal, revenge, hospital, cruelty, brutality, cafe, cardiologist, recovering alcoholic, open heart surgery",2017,"['Colin Farrell', 'Nicole Kidman', 'Barry Keoghan', 'Raffey Cassidy', 'Sunny Suljic', 'Bill Camp', 'Alicia Silverstone', 'Herb Caillouet', 'Barry G. Bernson', 'Denise Dal Vera', 'Drew Logan', 'Ming Wang', 'Michael Trester', 'Anita Farmer Bergman', 'Lea Hutton Beasmore', 'Dylan Keith Adams', 'Charles Poole', 'John W. Harden', 'Bryant Bentley', 'Aaron Pullins IV', 'Joanne Popolin', 'Carly Tamborski', 'David Pittinger', 'Michael Lee Bailey', 'John Newsom', 'Robert Gerding', 'William C. Ingram', 'Beverly Kristy', 'Derek Polen', 'John E. Brownlee']","['tension', 'disturbance']",Yorgos Lanthimos
3874,3874,13980,Sword of the Stranger,2007-09-29,0,103,False,0,"Pursued by formidable Chinese assassins, young Kotaro and his dog run into No Name, a mysterious stranger who gets pulled into the chase. The unlikely companions form a bond over saving the dog from a poison attack, but chaos erupts when the assassins find Kotaro, and No Name must face his past before a horrible fate is met again.",20.157,/lMsUYZq5ITW3rAqF3tB7v74KEnH.jpg,"['Action', 'Animation', 'History']","samurai, swordplay, espionage, human animal relationship, swordsman, dog, sengoku period, feudal japan, anime",2007,"['Tomoya Nagase', 'Yuri Chinen', 'Koichi Yamadera', 'Akio Otsuka', 'Unsho Ishizuka', 'Mamoru Miyano', 'Maaya Sakamoto', 'Jun Hazumi', 'Tomoyuki Shimura', 'Takurou Kitagawa', 'Atsushi Ii', 'Hirofumi Nojima', 'Masaki Aizawa', 'Fumie Mizusawa', 'Junko Minagawa', 'Kohei Fukuhara', 'Katsuhisa Houki', 'Cho', 'Ai Orikasa', 'Keiko Tsukamoto', 'Makoto Yasumura', 'Yasuhiko Kawazu', 'Yuki Masuda', 'Noboru Yamaguchi', 'Hiroshi Shirokuma', 'Kenichi Mochizuki', 'Shinya Fukumatsu', 'Toshihiro Okubo', 'Katsunori Kobayashi', 'Miyu Matsuki', 'Naoto Takenaka']","['honor', 'sacrifice']",Masahiro Ando
3875,3875,592689,Marvel Rising: Playing with Fire,2019-12-18,0,44,False,0,"Inferno’s powers are stolen by a young and powerful villain and it’s up to the Secret Warriors to defeat their new foe and help their friend. But does Inferno even WANT his powers back? Meanwhile, America Chavez learns a lesson about friendship and family from teammate Ms. Marvel.",20.155,/lelNkBnjIi4N1uQBV2TnODgS9UT.jpg,"['Animation', 'Action', 'Adventure', 'Family']",,2019,"['Tyler Posey', 'Navia Robinson', 'Cierra Ramirez', 'Kathreen Khavari', 'Milana Vayntrub', 'Dove Cameron', 'Dee Bradley Baker', 'Gary Cole', 'Niecy Nash-Betts', 'Jeannie Tirado', 'Meera Rohit Kumbhani', 'Tony Mirrcandani']","['teamwork', 'confidence']",Sol Choi
