,Unnamed: 0,id,title,release_date,revenue,runtime,adult,budget,overview,popularity,poster_path,genres,keywords,year,actors,emotions,director
561,561,459151,The Boss Baby: Family Business,2021-07-01,146745280,107,False,82000000,The Templeton brothers — Tim and his Boss Baby little bro Ted — have become adults and drifted away from each other. But a new boss baby with a cutting-edge approach and a can-do attitude is about to bring them together again … and inspire a new family business.,69.144,/kv2Qk9MKFFQo4WQPaYta599HkJP.jpg,"['Animation', 'Comedy', 'Adventure', 'Family']","baby, boss, sequel, sibling, family",2021,"['Alec Baldwin', 'James Marsden', 'Amy Sedaris', 'Ariana Greenblatt', 'Jeff Goldblum', 'Eva Longoria', 'James McGrath', 'Jimmy Kimmel', 'Lisa Kudrow', 'Raphael Alejandro', 'Serenity Reign Brown', 'David Soren', 'Nicholas Gist', 'James Ryan', 'David P. Smith', 'Nova Reed', 'Molly K. Gray', 'Ashlyn Lundahl', 'Dave Needham', 'Tom McGrath', 'Reyn Doi', 'Collin Erker', 'Walt Dohrn', 'April Lawrence', 'Miles Bakshi', 'Kristin Lowe', 'Marjorie Cohn', 'Connor Albrecht']","['family', 'humor']",
562,562,290271,"One Piece ""3D2Y"": Overcome Ace's Death! Luffy's Vow to his Friends",2014-12-31,0,105,False,0,"The special takes place during the two year before the Straw Hats reunite on Sabody.  Luffy is currently in Rusukaina training to get stronger to take on the New World. However the training  is interrupted when Hancock's sisters, Marigold and Sandersonia, are kidnapped by the Byrnndi World,  a pirate who was locked away on Level 6 of Impel Down but escaped during Luffy's invasion to save Ace,  in order to lure Hancock to him and use her as a hostage against the World Government due to her  Shichibukai status. Thus Luffy and Hancock head off to confront him and save Hancock's sisters.",69.114,/caUI7YlhVXykFWQ7Ul7RQ2wQRpv.jpg,"['Animation', 'Action', 'Adventure', 'Comedy', 'Fantasy']",anime,2014,"['Mayumi Tanaka', 'Kazuya Nakai', 'Akemi Okamura', 'Arata Furuta', 'Bin Shimada', 'Fumihiko Tachiki', 'Hiroaki Hirata', 'Hirohiko Kakegawa', 'Hiroshi Naka', 'Ikue Otani', 'Kappei Yamaguchi', 'Kazuki Yao', 'Keiichi Sonobe', 'Kotono Mitsuishi', 'Kumiko Nishihara', 'Mahito Ohba', 'Mitsuo Iwata', 'Nobuyuki Hiyama', 'Shigeru Chiba', 'Shouto Kashii', 'Toru Okawa', 'Toshio Furukawa', 'Unsho Ishizuka', 'Cho', 'Yuko Mizutani', 'Yuriko Yamaguchi', 'Ako Mayama', 'Chiwa Saito', 'Daisuke Matsubara', 'Daisuke Sakaguchi', 'Hiromu Miyazaki', 'Katsuhisa Houki', 'Keiji Hirai', 'Kenji Hamada', 'Kimiko Saito', 'Kinryu Arimoto', 'Kujira', 'Masakazu Morita', 'Masaya Takatsuka', 'Masumi Asano', 'Minori Matsushima', 'Mitsuo Iwata', 'Moriya Endou', 'Ryohei Arai', 'Ryohei Nakao', 'Shigenori Souya', 'Shinichi Yamada', 'Sohta Arai', 'Takahiro Fujimoto', 'Takehito Koyasu', 'Umeka Shouji']","['grief', 'determination']",Naoyuki Ito
563,563,372058,Your Name.,2016-08-26,357986087,106,False,0,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",68.999,/q719jXXEzOoYaps6babgKnONONX.jpg,"['Romance', 'Animation', 'Drama']","race against time, afterlife, natural disaster, supernatural, time travel, comet, romance, tragedy, school, body-swap, nonlinear timeline, star crossed lovers, anime, dreams",2016,"['Ryunosuke Kamiki', 'Mone Kamishiraishi', 'Ryo Narita', 'Aoi Yuki', 'Nobunaga Shimazaki', 'Kaito Ishikawa', 'Kanon Tani', 'Masaki Terasoma', 'Sayaka Ohara', 'Kazuhiko Inoue', 'Chafurin', 'Yuka Kato', 'Kana Hanazawa', 'Masami Nagasawa', 'Etsuko Ichihara', 'Yuka Terasaki', 'Takashi Onozuka', 'Yohei Namekawa', 'Miyuu Tsuji', 'Shinya Hamazoe', 'Kanami Satou', 'Shinjirou Gouda', 'Yasuhiro Kikuchi', 'Tamari Hinata', 'Nozomi Yamane', 'Yuuki Shin', 'Tatsuya Murakami', 'Nodoka Hasegawa', 'Baron Yamazaki', 'Mimi Tamaki', 'Suguru Inoue', 'Ryoko Usami', 'Miho Morisaki', 'Tomohiro Yamaguchi', 'Tsuyoshi Minamijima', 'Aika Oomae', 'Takayuki Nakatsukasa', 'Hiroki Matsukawa', 'Shouko Negoro', 'Yuki Ominami', 'Manami Hanawa', 'Miho Tabata', 'Aiko Matsuzaka', 'Eriko Tomioka', 'Eiji Yamamoto', 'Tomoki Lavernhe', 'Haruna Okawa', 'Yuine Ikeda', 'Dan Kanemitsu', 'C. Elliott Wong', 'Simona Stanzani Pini', 'Chris McKenna', 'Akira Kuwahara', 'Yusuke Takeda']","['love', 'destiny']",Makoto Shinkai
564,564,1029599,"Eagle and Jaguar, The Legendary Warriors",2022-09-29,0,106,False,0,"In a post-apocalyptic future in which water has almost disappeared, two young survivors travel back in time to find the mythical power of the prehispanic God of water, and so be able to create the vital resource. However, when they arrive at the present they discover that the power is in the hands of an unscrupulous businessman who had always wanted to monopolize water and who knows everything about prehispanic myths. The Aztaya brotherhood, a group of heroes, successors from the legendary Aztec and Mayan warriors, will begin the adventure to prevent the villain's plan and help the travelers to change their sad future, teaming up to fight the powerful enemy and his dark allies. To win, the heroes will have to awake the greatest warriors of Aztec and Mayan mythology: The Eagle and the Jaguar.",68.688,/6qR9WbXYIddZcVk6nxFULfHcKmK.jpg,"['Animation', 'Adventure', 'Action']",,2022,"['José Eduardo Derbez', 'Romina Marroquín', 'Franco Escamilla', 'Roberto Palazuelos', 'Eduardo España', 'Edgar Vivar', 'Yurem Rojas', 'Daniela Basso', 'Raúl Aldana', 'Juan Carlos Tinoco', 'Javier Lacroix', 'Omar Chaparro', 'Abril Garza']","['myth', 'heroism']",Mike R. Ortiz
565,565,937249,57 Seconds,2023-09-29,0,99,False,0,"When a tech blogger lands an interview with a tech guru and stops an attack on him, he finds a mysterious ring that takes him back 57 seconds into the past.",68.306,/dfS5qHWFuXyZQnwYREwb7N4qU5p.jpg,"['Thriller', 'Science Fiction']",,2023,"['Josh Hutcherson', 'Morgan Freeman', 'Lovie Simone', 'Greg Germann', 'Bevin Bru', 'Sammi Rotibi', 'Mark Jacobson', 'Griff Furst', 'D.A. Obahor', 'Jeff Chase', 'Aaron Jay Rome', 'Marcus Brown', 'Kenneth Kynt Bryan', 'Lucius Baston', 'Matthew Jayson Cwern', 'Mary Drew Ahrens', 'Valerie E. Lamb', 'Thomas P. Vitale', 'Rusty Cundieff', 'Jaida Standberry', 'Daniel Rivas', 'Jennifer Dent', 'Allen Boudreaux', 'Curtis Johnson', 'Morgan Melder', 'Nirvi Shah', 'Tre Francis', 'Demitri Lucien', 'David Blane']","['time', 'consequence']",Rusty Cundieff
566,566,783675,The First Slam Dunk,2022-12-03,258000000,125,False,0,"Shohoku's “speedster” and point guard, Ryota Miyagi, always plays with brains and lightning speed, running circles around his opponents while feigning composure. In his second year of high school, Ryota plays with the Shohoku High School basketball team along with Sakuragi, Rukawa, Akagi, and Mitsui as they take the stage at the Inter-High School National Championship. And now, they are on the brink of challenging the reigning champions, Sannoh Kogyo High School.",68.184,/7i3EBXY87HdHagCoFbmjHQ8DlkG.jpg,"['Animation', 'Comedy', 'Drama']","competition, basketball, high school sports, romance, tournament, based on manga, shounen, anime, dunk",2022,"['Shugo Nakamura', 'Jun Kasama', 'Kenta Miyake', 'Shinichiro Kamio', 'Subaru Kimura', 'Katsuhisa Houki', 'Asami Seto', 'Ryota Iwasaki', 'Chado Horii', 'Maaya Sakamoto', 'Chikahiro Kobayashi', 'Masafumi Kobatake', 'Kenichirou Matsuda', 'Kanoko Kuroshima', 'Haruka Sakurai']","['sports', 'perseverance']",Haruka Kamatani
567,567,631842,Knock at the Cabin,2023-02-01,54708659,100,False,20000000,"While vacationing at a remote cabin, a young girl and her two fathers are taken hostage by four armed strangers who demand that the family make an unthinkable choice to avert the apocalypse. With limited access to the outside world, the family must decide what they believe before all is lost.",68.135,/dm06L9pxDOL9jNSK4Cb6y139rrG.jpg,"['Thriller', 'Mystery', 'Horror']","based on novel or book, sacrifice, faith, end of the world, apocalypse, home invasion, lgbt, aftercreditsstinger, adopted child, adopted daughter, gay theme, same sex relationship, religious symbolism, derogatory",2023,"['Dave Bautista', 'Jonathan Groff', 'Ben Aldridge', 'Nikki Amuka-Bird', 'Rupert Grint', 'Abby Quinn', 'Kristen Cui', 'McKenna Kerrigan', 'Ian Merrill Peakes', 'Denise Nakano', 'Rose Luardo', 'Billy Vargus', 'Satomi Hofmann', 'Kevin Leung', 'Lee Avant', 'Odera Adimorah', 'Kat Murphy', ""Kittson O'Neill"", 'Lya Yanne', 'M. Night Shyamalan', 'Clare Louise Frost', 'Hanna Gaffney', 'Monica Fleurette', 'Saria Chen']","['sacrifice', 'faith']",M. Night Shyamalan
568,568,878361,Big George Foreman,2023-04-27,3800000,129,False,32000000,"Fueled by an impoverished childhood, George Foreman channeled his anger into becoming an Olympic Gold medalist and World Heavyweight Champion, followed by a near-death experience that took him from the boxing ring to the pulpit. But when he sees his community struggling spiritually and financially, Foreman returns to the ring and makes history by reclaiming his title, becoming the oldest and most improbable World Heavyweight Boxing Champion ever.",68.121,/fdVd6thTstt0MQ4dUC1IXiOXpxv.jpg,"['Drama', 'History']","adultery, sports, 1970s, texas, biography, family, 1980s, 1960s, boxing, biopic",2023,"['Khris Davis', 'Forest Whitaker', 'Sullivan Jones', 'Deion Smith', 'Matthew Glave', 'John Magaro', 'Sonja Sohn', 'Sam Trammell', 'Lawrence Gilliard Jr.', 'Jasmine Mathews', 'Shein Mompremier', 'Robert Cicchini', 'Erica Tazel', 'Dwayne L. Barnes', 'K. Steele', 'Austin David Jones', 'Jordan Yarborough', 'Philip Fornah', 'Al Sapienza', 'Brian Ibsen', 'Kei', 'Judd Lormand', 'Don Tieri', 'Robert Larriviere', 'Ayden Gavin', 'Azaria Carter', 'Tom Virtue', 'Anthony Marble', 'Jordan Bates', 'Dinetia Dean', 'Russell Mora', 'Deneen Tyler', 'Madison Dirks', 'April Dupré', 'Nile Memmezzwattay', 'T.C. Matherne', 'Julia Lashae', 'Ray King Sr.', 'Slim Danger Barkowska', 'Martin Bats Bradford', 'Greg Wattkis', 'Samantha Beaulieu', 'Eric Hanson', 'Kenneth Martin Jr.', 'Selase Botchway', 'Makario Glenn', 'Tom Gregory', 'Michael Papajohn', 'Matthew Rimmer', 'Tre Styles', 'Billy Slaughter', 'Chukwuma Onwuchekwa', 'Lara Grice', 'Keith Hughes', 'Michael Harrity', 'Chance C Morris', 'Bill Martin Williams', 'Desiree Edwards', 'Jimbo Stevenson', 'Jonathan Mercedes', 'Jason Elwood Hanna', 'John Palmeri', 'Michael Thomas', 'Raion Hill', 'José José Reinaldo Flora', 'Cedric Boswell', 'Charles Brewer Jr.', 'DJ Walton', 'David Jite', 'Carlos Takam', 'Barry Hanley', 'Zephaniah Terry', 'Philip Craddock', 'Matt Frost', 'Bob Pelletier', 'Michael Ricca', 'David Proctor Jr.', 'Joshua Wade', 'Adnan Virk', 'Brian Kenny', 'Robert Flores', 'Al Bernstein', 'Tommy Wright', 'Kasie LaFleur']","['determination', 'faith']",George Tillman Jr.
569,569,129,Spirited Away,2001-07-20,274925095,125,False,19000000,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",68.024,/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg,"['Animation', 'Family', 'Fantasy']","witch, parent child relationship, darkness, bath house, magic, spirit, parallel world, amusement park, youkai, japanese mythology, anime",2001,"['Rumi Hiiragi', 'Miyu Irino', 'Mari Natsuki', 'Takashi Naito', 'Yasuko Sawaguchi', 'Tsunehiko Kamijô', 'Takehiko Ono', 'Bunta Sugawara', 'Akio Nakamura', 'Yumi Tamai', 'Ryunosuke Kamiki', 'Tatsuya Gashûin', 'Yo Oizumi', 'Ken Yasuda', 'Koba Hayashi', 'Shigeru Wakita', 'Shirou Saitou', 'Michiko Yamamoto', 'Keiko Tsukamoto', 'Shinji Tokumaru', 'Kaori Yamagata', 'Tsuzuki Kayako', 'Masahiro Asano', 'Kazutaka Hayashida', 'Ikuko Yamamoto', 'Mina Meguro', 'Tetsurô Ishibashi', 'Katsutomo Shîbara', 'Shinobu Katabuchi', 'Noriko Kitou', 'Naoto Kaji', 'Yoshitaka Sukegawa', 'Aki Tachikawa', 'Noriko Yamaya', 'Katsuhisa Matsuo', 'Masayuki Kizu', 'Yôko Ôno', 'Sachie Azuma', 'Shigeyuki Totsugi', 'Mayumi Saco', 'Sonoko Soeda', 'Akiko Tomihira', 'Minako Masuda', 'Orika Ono', 'Rina Yamada', 'Miwa Takachi', 'Hiromi Takeuchi', 'Makiko Oku']","['magic', 'transformation']",Hayao Miyazaki
570,570,856156,The Re-Education of Molly Singer,2023-09-29,0,0,False,0,"In college, attorney Molly Singer was the life of every party. Now, she's about to be fired because she can't leave her partying ways behind. Molly's boss, Brenda, tells Molly there's one way to save her job: re-enroll at her old alma mater, befriend Brenda's socially awkward son, Elliot, and take him from zero to campus hero.",67.999,/zCF5HpbSjMELIYiV9aZKY9ka4Jq.jpg,['Comedy'],"college, zero to hero, partying, attorney",2023,"['Britt Robertson', 'Ty Simpkins', 'Nico Santos', 'Cierra Ramirez', 'Holland Roden', 'Wendie Malick', 'Jaime Pressly', 'Jonathan Lipnicki', 'Joel Michaely', 'Zach Scheerer', 'Ben Begley', 'Emma Holzer', 'Paul Soter', 'Andrew Ortenberg', 'Perris Drew', 'Jerome Beazer', 'Daniel Annone', 'Carlos Alazraqui', 'Cecil Glenn', 'Nate Walker', 'Kevin Brown']","['comedy', 'growth']",Andy Palmer
