,Unnamed: 0,id,title,release_date,revenue,runtime,adult,budget,overview,popularity,poster_path,genres,keywords,year,actors,emotions,director
2330,2330,23446,One Piece: Clockwork Island Adventure,2001-03-03,0,60,False,0,"Relaxing on a cozy beach, the Straw Hat Pirates are taking a rest from their quest. Right until Luffy noticed the Going Merry has been hijacked and sailed off from the beach. This leads them to search the ship and find the thief who took it from them. They ran into a duo named the Theif Brothers, who informed them that their ship was stolen by a group of pirates called the Trump Kyoudai. When they encountered the Trump Pirates, Nami ended up getting kidnapped as well as Luffy's hat. They tracked down the pirates to their base on Clockwork Island. Now Luffy, Zoro, Sanji, Usopp, and the Theif Brothers must reclaim the Going Merry, Save Nami, and get back Shank's straw hat.",27.122,/yVr6EHUIrYpxRHACWkJoJTsFJX.jpg,"['Action', 'Animation', 'Adventure']",anime,2001,"['Mayumi Tanaka', 'Kazuya Nakai', 'Akemi Okamura', 'Kappei Yamaguchi', 'Hiroaki Hirata', 'Kenyu Horiuchi', 'Akiko Yajima', 'Daisuke Gori', 'Sumi Shimamoto', 'Tetsu Inada', 'Osamu Ryuutani', 'Hisayoshi Suganuma', 'Tessyo Genda', 'Hideyuki Tanaka', 'Megumi Hayashibara', 'Takeshi Aono', 'Isamu Tanonaka']","['teamwork', 'humor', 'piracy']",Junji Shimizu
2331,2331,37136,The Naked Gun: From the Files of Police Squad!,1988-12-02,78756177,86,False,12000000,"When the incompetent Lieutenant Frank Drebin seeks the ruthless killer of his partner, he stumbles upon an attempt to assassinate Queen Elizabeth II.",27.114,/wQHTHJ3jBKtz2c6VT9JZ8TD73yl.jpg,"['Comedy', 'Crime']","assassination, police, aquarium, baseball, parody, slapstick comedy, los angeles, california, terrorism, illegal drugs, criminal investigation, buddy cop, hypnotize, anarchic comedy, good versus evil, based on tv series",1988,"['Leslie Nielsen', 'Priscilla Presley', 'Ricardo Montalban', 'George Kennedy', 'O. J. Simpson', 'Susan Beaubian', 'Nancy Marchand', 'Raye Birk', 'Jeannette Charles', 'Ed Williams', 'Tiny Ron', ""'Weird Al' Yankovic"", 'Leslie Maier', 'Winifred Freedman', 'Joe Grifasi', 'Tony Brafa', 'Lorali Hart', 'Nicholas Worth', 'Ronald G. Joseph', 'Doris Hess', 'Charlotte Zucker', 'Larry Pines', 'Tom Dugan', 'Burton Zucker', 'David Katz', 'Robert LuJane', 'Charles Gherardi', 'Prince Hughes', 'David Lloyd Austin', 'Ken Minyard', 'Robert Arthur', 'Greg Breslau', 'Sharon Breslau', 'Reggie Jackson', 'Michael J. Montes', 'Charles Fick', 'Lawrence Tierney', 'Hank Robinson', 'Joe West', 'Jay Johnstone', 'Randy Harvey', 'Brett Bartlett', 'Dennis Packer', 'Dick Vitale', 'Dick Enberg', 'Jim Palmer', 'Mel Allen', 'Curt Gowdy', 'Tim McCarver', 'Joyce Brothers', 'Don Woodard', 'Christopher J. Keene', 'Mary Norman', 'Susan Breslau', 'Rick Seaman', 'Fredric Arnold', 'Ron Tank', 'Mallory Sandler', 'Edwina Moore', 'Jeff Wright', 'Jim Smith', 'Mark Holton', 'Jane Couris', 'John Houseman', 'Brinke Stevens', 'Jesse Ventura', 'Bob Herron', 'Eddie Hice', 'Conrad E. Palmisano']","['parody', 'absurdity', 'crime']",John T. Kretchmer
2332,2332,8835,Legally Blonde,2001-07-13,141774679,96,False,18000000,"Elle Woods, a fashionable sorority queen, is dumped by her boyfriend. She decides to follow him to law school, but while there, she figures out that there is more to herself than just looks.",27.111,/4ABNnmkVpzplrEVQWt1piITT0Ey.jpg,"['Comedy', 'Romance']","father murder, blonde, superficiality, beauty salon, law school, murder, chihuahua, girl power, toy dog, blonde stereotype, proving oneself, murder confession",2001,"['Reese Witherspoon', 'Luke Wilson', 'Selma Blair', 'Matthew Davis', 'Victor Garber', 'Jennifer Coolidge', 'Holland Taylor', 'Ali Larter', 'Jessica Cauffiel', 'Alanna Ubach', 'Osgood Perkins', 'Linda Cardellini', 'Bruce Thomas', 'Meredith Scott Lynn', 'Raquel Welch', 'Samantha Lemole', 'Kelly Nyks', 'Ted Kairys', 'Michael B. Silver', 'Kimberly McCullough', ""Shannon O'Hurley"", 'Greg Serano', 'Francesca P. Roberts', 'Lisa Arch', 'Natalie Barish', 'Cici Lau', 'Allyce Beasley', 'Kevin Cooney', 'Ted Rooney', 'David Moreland', 'Wayne Federman', 'James Read', 'Tane McClure', 'Niklaus Lange', 'Doug Spinuzza', 'Lisa K. Wyatt', 'Jason Christopher', 'Corinne Reilly', 'Victoria Mahoney', 'Lacey Beeman', 'Melissa Anne Young', 'Brody Hutzler', 'Chaney Kley', 'John Cantwell', 'Ondrea de Vincentis', 'Terence Michael', 'Nectar Rose', 'Jodi Harris', 'Patricia Kimes', 'Sasha Barrese', 'Kelly Driscoll', 'Elizabeth Matthews', 'Kennedy Stone', 'Moonie', 'John Kapelos', 'Melanie H. Gassaway', 'Amber Goetz', 'Rachel Ryling', 'Richard Hillman', 'Gary Ambrosia', 'Gary Castro Churchwell', 'Mark Heidelberger', 'Richard Hillman', 'Curt Clendenin', 'Seth Adam Jones', 'Carol Hatchett', 'Beverly Polcyn', 'Ali Chen', 'John Tartaglia', 'Dylan White', 'Joan Blair', 'Jenna Z. Wilson']","['confidence', 'humor', 'empowerment']",Robert Luketic
2333,2333,19898,Pandorum,2009-09-08,20648328,108,False,33000000,"Two crew members wake up on an abandoned spacecraft with no idea who they are, how long they've been asleep, or what their mission is. The two soon discover they're actually not alone – and the reality of their situation is more horrifying than they could have imagined.",27.11,/tgnKTUsKJ6kM0oqiLmPNePgQ8Sw.jpg,"['Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']","spacecraft, mission, mutation, dystopia, survival, creature, pandorum",2009,"['Ben Foster', 'Dennis Quaid', 'Cam Gigandet', 'Antje Traue', 'Cung Le', 'Eddie Rouse', 'Norman Reedus', 'André Hennicke', 'Friederike Kempter', 'Niels-Bruno Schmidt', 'Asia Luna Mohmand', 'Delphine Chuillot', 'Wotan Wilke Möhring', 'Julian Rappe', ""Domenico D'Ambrosio"", 'Jon Foster', 'Jeff Burrell', 'Neelesha Barthel', 'Yangzom Brauen', 'Marco Albrecht', 'Dawid Szatarski', 'Nico Marquardt', 'Don Jeanes', 'David P. Johnson']","['suspense', 'alienation', 'fear']",Christian Alvart
2334,2334,776503,CODA,2021-08-11,1600000,112,False,10000000,"As a CODA (Child of Deaf Adults), Ruby is the only hearing person in her deaf family. When the family's fishing business is threatened, Ruby finds herself torn between pursuing her love of music and her fear of abandoning her parents.",27.109,/BzVjmm8l23rPsijLiNLUzuQtyd.jpg,"['Drama', 'Music', 'Romance']","parent child relationship, music teacher, fishing, deaf, massachusetts, coming of age, remake, singing, family, first love, disability, based on movie, woman director, sign languages, school choir, music school, teenager",2021,"['Emilia Jones', 'Marlee Matlin', 'Troy Kotsur', 'Eugenio Derbez', 'Ferdia Walsh-Peelo', 'Daniel Durant', 'Amy Forsyth', 'Kevin Chapman', 'John Fiore', 'Lonnie Farmer', 'Courtland Jones', 'Molly Beth Thomas', 'Ayana Brown', 'Jason Pugatch', 'Kyana Fanene', 'Anilee List', 'Stone Martin', 'Maeve Chapman', 'Stephen Caliskan', 'Amanda Bradshaw', 'Bryan Sabbag', 'Kayla Caulfield', 'Samidio DePina', 'Dominic Andersen', 'Jose Guns Alves', 'Owen Burke', 'Lance Norris', 'Mark Pettograsso', 'Tony Viveiros', 'Armen Garo', 'Jared Voss', 'Emilia Faucher', 'Marilyn Busch', 'Melissa McMeekin', 'Erica McDermott', 'Garrett McKechnie', 'Rebecca Gibel', 'TJ Ciarametaro', 'Gary Galone', 'Nikki Kim', 'Mary Ann Schaub', 'Cassandra Berta', 'Sarah Clarke', 'Rena Maliszewski', 'David Newsom', 'Kiara Pichardo', 'Pamela Jayne Morgan', 'Elbert Kim', 'Dominic Cannarella-Andersen']","['family', 'resilience', 'connection']",Siân Heder
2335,2335,1578,Raging Bull,1980-11-14,23000000,129,False,18000000,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",27.108,/3Ph6BrMvgniIzFfsloKbSdXWcd8.jpg,['Drama'],"jealousy, transporter, sports, brother, paranoia, violent husband, boxer, biography, fistfight, broken nose, domestic violence, over-the-hill fighter",1980,"['Robert De Niro', 'Cathy Moriarty', 'Joe Pesci', 'Frank Vincent', 'Nicholas Colasanto', 'Theresa Saldana', 'Mario Gallo', 'Frank Adonis', 'Joseph Bono', 'Frank Topham', 'Lori Anne Flax', 'Charles Scorsese', 'Don Dunphy', 'Bill Hanrahan', 'Rita Bennett', 'James V. Christy', 'Bernie Allen', 'Floyd Anderson', 'Gene LeBell', 'Harold Valan', 'Victor Magnotta', 'Johnny Barnes', 'John Thomas', 'Kenny Davis', 'Paul Carmello', 'Jimmy Lennon Sr.', 'Bobby Rings', 'Kevin Mahon', 'Marty Denkin', 'Shay Duffin', 'Eddie Mustafa Muhammad', 'Dick Whittington', 'Jack Lotz', 'Kevin Breslin', 'Louis Raftis', 'Frank Shain', 'Coley Wallace', 'Fritzie Higgins', 'George Latka', 'Fred Dennis', 'Robert B. Loring', 'Johnny Turner', 'Vern De Paul', 'Chuck Hassett', 'Ken Richards', 'Peter Fain', 'Billy Varga', 'Harvey Parry', 'Ted Husing', 'Michael Badalucco', 'Thomas Beansy Lobasso', 'Paul Forrest', 'Peter Petrella', 'Sal Serafino Tomassetti', 'Geraldine Smith', 'Mardik Martin', 'Maryjane Lauria', 'Linda Artuso', 'Peter Savage', 'Daniel P. Conte', 'Joe Malanga', 'Sabine Turco Jr.', 'Steve Orlando', 'Silvio García Jr.', 'John Arceri', 'Joseph A. Morale', 'James Dimodica', 'Robert Uricola', 'Andrea Orlando', 'Allan Malamud', 'D.J. Blair', 'Laura James', 'Richard McMurray', 'Mary Albee', 'Lisa Katz', 'Candy Moore', 'Richard A. Berk', 'Theodore Saunders', 'Noah Young', 'Nick Trisko', 'Lou Tiano', 'Bob Evan Collins', 'Wally K. Berns', 'Allen Joseph', 'Bob Aaron', 'Glenn Leigh Marshall', 'Martin Scorsese', 'Vincent Barbi', 'Joseph Bergmann', 'Scott Crawford', 'Dennis Crosswhite', 'Robert Dahdah', 'Vincent Di Paolo', 'Bruno DiGiorgi', 'Marty Farrell', 'R. Michael Givens', 'Charles Guardino', 'Bob Harks', 'Chuck Hicks', 'Michael Charles Hill', 'Walt La Rue', 'Angelo Lamonea', 'David LeBell', 'Tony Lip', 'Bill Mazer', 'Thomas Murphy', 'Gil Perkins', 'Jerry Schram', 'Glenn Stanton', 'John Turturro', 'McKenzie Westmore', 'Juergen J. Straub']","['rage', 'ambition', 'isolation']",Martin Scorsese
2336,2336,163,Ocean's Twelve,2004-12-09,362744280,125,False,110000000,"Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome, Paris and Amsterdam – but a Europol agent is hot on their heels.",27.103,/Ad55M8newGWemFWCsMAkxO3fDwl.jpg,"['Thriller', 'Crime']","rome, italy, sequel, heist, fabergé egg, golden egg, goon",2004,"['George Clooney', 'Brad Pitt', 'Matt Damon', 'Catherine Zeta-Jones', 'Andy García', 'Don Cheadle', 'Bernie Mac', 'Julia Roberts', 'Casey Affleck', 'Scott Caan', 'Vincent Cassel', 'Eddie Jemison', 'Carl Reiner', 'Elliott Gould', 'Shaobo Qin', 'Eddie Izzard', 'Jeroen Krabbé', 'Robbie Coltrane', 'Cherry Jones', 'Candice Azzara', 'Jared Harris', 'Ed Kross', 'Anne Jacques', 'David Sontag', 'Larry Sontag', 'Don Tiffany', 'Dina Connolly', 'Nelson Peltz', 'Mini Anden', 'Jennifer Liu', 'Leah Zhang', 'Craig Susser', 'James Schneider', 'Nerissa Tedesco', 'Nichelle Hines', 'Michael Van Der Heijden', 'Johan Widerberg', 'Jeroen Willems', 'Chris Tates', 'Michael Delano', 'David Lindsay', 'Nasser Faris', 'Youma Diakite', 'Andrea Buhl', 'Sylvia Kwon', 'Francesca Lancini', 'Raquel Faria', 'Elena Potapova', 'Jessie Bell', 'Anne-Solenne Hatte', 'Denny Mendez', 'Martina Stella', 'Mattia Sbragia', 'Carlo Antonazzo', 'Mingming Gao', 'Amelie Kahn-Ackermann', 'Luciano Miele', 'Antonio De Matteo', 'Ana Caterina Morariu', 'Adriano Giannini', 'Giulio Magnolia', 'Marco Matronelli', 'Scott L. Schwartz', 'Giselda Volodi', 'Mathieu Simonet', 'Karl A. Brown', 'Marc Bodnar', 'Bruce Willis', 'Albert Finney', 'Topher Grace', 'Jerry Weintraub', 'Jonathan Avigdori', 'Keith Birkfeld', 'Anthony Bonaventura', 'Thomas D. Craven', 'Sue Durso', 'Antonella Elia', 'Vince Lauria', 'Nikki Taylor Melton', 'Carla Mori', 'Roberta Potrich', 'Rik Sinkeldam', 'Michelle Sleger', 'Gian Franco Tordi', 'James Zahn', 'Rachel Zeskind']","['heist', 'style', 'mischief']",Steven Soderbergh
2337,2337,167032,Curse of Chucky,2013-10-08,3800000,97,False,5000000,"After the passing of her mother, Nica Pierce, a young woman in a wheelchair, is forced to deal with her sister, brother-in-law, niece and their nanny as they say their goodbyes to mother. But when people start turning up dead, Nica discovers the culprit might be a strange doll she received a few days earlier.",27.101,/x9DzkDWp8O82Wzxk6otuD9bce9a.jpg,"['Horror', 'Thriller']","escape, voodoo, wheelchair, evil doll, killer doll, serial killer, slasher, doll, killer toys, toy comes to life, possessed doll, supernatural power",2013,"['Fiona Dourif', 'Brad Dourif', 'Danielle Bisutti', 'Summer H. Howell', 'Brennan Elliott', 'Maitland McConnell', 'A Martinez', 'Chantal Quesnel', 'Adam Hurtig', 'Kally Berard', 'Kyle Nobess', 'Kevin Anderson', 'Ali Tataryn', 'Will Woytowich', 'Candace Smith', 'Jordan Gavaris', 'Alex Vincent', 'Jennifer Tilly', 'Chris Sarandon']","['horror', 'revenge', 'dolls']",Martin Ellis
2338,2338,18925,Facing the Giants,2006-09-29,10178331,111,False,100000,A losing coach with an underdog football team faces their giants of fear and failure on and off the field to surprising results.,27.093,/33gkfCURxgBBpiAnrWua4Txmrvs.jpg,['Drama'],"underdog, sports, faith, american football, american football coach, coach, american football team, aftercreditsstinger, christian, high school football",2006,"['Alex Kendrick', 'Shannen Fields', 'Bill Butler', 'Bailey Cave', 'Steve Williams', 'Tracy Goode', 'Jim McBride', 'Tommy McBride', 'Jason McLeod', 'Chris Willis', 'Ray Wood', 'Erin Bethea', 'James Blackwell', 'David Nixon', 'Mark Richt', 'Dan W. Howell Sr.', 'Michael McLendon', 'Kyle Scott', 'Mary Smit', 'Janet Lee Dapper', 'Tracy Keller', 'Susan Sanders']","['faith', 'perseverance', 'redemption']",Alex Kendrick
2339,2339,34813,The Losers,2010-04-23,23580000,97,False,25000000,"On a mission deep in the Bolivian jungle, a team of elite commandos finds itself on the receiving end of a lethal betrayal. Now presumed dead, the men join forces with a mysterious operative named Aisha to hunt down their enemy and even the score.",27.091,/e5oD3fuQpjZ8Po6WNW0VkUJmW52.jpg,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']","based on comic, hospital, black ops",2010,"['Jeffrey Dean Morgan', 'Zoe Saldaña', 'Chris Evans', 'Idris Elba', 'Columbus Short', 'Óscar Jaenada', 'Jason Patric', 'Holt McCallany', 'Peter Macdissi', 'Peter Francis James', 'Tanee McCall', 'Mark Ginther', 'Daniel Kalal', 'Colin Follenweider', 'Garrett Warren', 'Rey Hernandez', 'Ernesto Morales Ramos', 'Evan Mirand', 'Noel Estrella', 'Gunner Wright', 'Robert Slavonia', 'Debbie Ann Rivera', 'Kirk Sullivan', 'Marcos Davila', 'Alanis M. Salinas', 'Manuel O. Velazquez', 'Thomas R. Nunan III', 'John Galindez', 'Lindsey Sutton', 'Alan J. Trudeau', 'Rafael Lopez Diaz', 'Norman Grant', 'Krissy Korn', ""Ramiro 'Ramir' Delgado Ruiz"", 'Isaac Santiago']","['rebellion', 'humor', 'violence']",Sylvain White
